artikelnummer,image_name,typicality
7123002,7123002_1.jpg,0.7889954
7123003,7123003_1.jpg,0.8764779
7123004,7123004_1.jpg,0.89391106
7095373,7095373_1.jpg,0.7665282
7095400,7095400_1.jpg,0.5894628
7095409,7095409_1.jpg,0.6359668
7095603,7095603_1.jpg,0.7570799
7095605,7095605_1.jpg,0.91418993
7095608,7095608_1.jpg,0.7043126
7095609,7095609_1.jpg,0.6970177
7095611,7095611_1.jpg,0.69585997
7095635,7095635_1.jpg,0.8588922
7095806,7095806_1.jpg,0.8337725
7095807,7095807_1.jpg,0.8422568
7095808,7095808_1.jpg,0.8603938
7095810,7095810_1.jpg,0.87495214
7095811,7095811_1.jpg,0.772836
7095812,7095812_1.jpg,0.7997056
7095813,7095813_1.jpg,0.76692986
7095814,7095814_1.jpg,0.75525427
7096144,7096144_1.jpg,0.6588467
7096622,7096622_1.jpg,0.9052156
7096645,7096645_1.jpg,0.67553556
7097445,7097445_1.jpg,0.8494887
7097447,7097447_1.jpg,0.77929235
7102681,7102681_1.jpg,0.6252894
7102683,7102683_1.jpg,0.6340967
7102734,7102734_1.jpg,0.83680475
7102735,7102735_1.jpg,0.85263294
7102737,7102737_1.jpg,0.7681944
7102811,7102811_1.jpg,0.7772768
7106338,7106338_1.jpg,0.21271469
7106339,7106339_1.jpg,0.2401039
7106341,7106341_1.jpg,0.21596088
7106489,7106489_1.jpg,0.8980772
7107546,7107546_1.jpg,0.2708152
7107564,7107564_1.jpg,0.2524117
7107579,7107579_1.jpg,0.2582306
7107609,7107609_1.jpg,0.26468337
7107613,7107613_1.jpg,0.2560459
7107616,7107616_1.jpg,0.267752
7195521,7195521_1.jpg,0.8386956
7108507,7108507_1.jpg,0.8709003
7108988,7108988_1.jpg,0.90200007
7108989,7108989_1.jpg,0.9004541
7109280,7109280_1.jpg,0.81399333
7111243,7111243_1.jpg,0.7861499
7111374,7111374_1.jpg,0.6988489
7112478,7112478_1.jpg,0.38714877
7114437,7114437_1.jpg,0.80944484
7114438,7114438_1.jpg,0.8398394
7114879,7114879_1.jpg,0.84782994
7114880,7114880_1.jpg,0.77287185
7114884,7114884_1.jpg,0.7359128
7114885,7114885_1.jpg,0.6542189
7115360,7115360_1.jpg,0.7121378
7115361,7115361_1.jpg,0.916346
7115521,7115521_1.jpg,0.7640429
7115529,7115529_1.jpg,0.7269095
7115530,7115530_1.jpg,0.79404706
7115534,7115534_1.jpg,0.7754799
7118436,7118436_1.jpg,0.7314765
7120093,7120093_1.jpg,0.8622852
7120094,7120094_1.jpg,0.80693966
7120095,7120095_1.jpg,0.8055683
7120096,7120096_1.jpg,0.8184187
7120097,7120097_1.jpg,0.87541837
7120098,7120098_1.jpg,0.88461024
7120101,7120101_1.jpg,0.53533113
7120102,7120102_1.jpg,0.56953454
7120103,7120103_1.jpg,0.68580234
7120104,7120104_1.jpg,0.77398527
7120105,7120105_1.jpg,0.57655877
7120106,7120106_1.jpg,0.7055329
7120107,7120107_1.jpg,0.847108
7121622,7121622_1.jpg,0.8410474
7121801,7121801_1.jpg,0.13014121
7123954,7123954_1.jpg,0.84293264
7124752,7124752_1.jpg,0.8700469
7125743,7125743_1.jpg,0.92110986
7125746,7125746_1.jpg,0.75795484
7125838,7125838_1.jpg,0.8568161
7126004,7126004_1.jpg,0.6243153
7126005,7126005_1.jpg,0.6307491
7126039,7126039_1.jpg,0.92270744
7126040,7126040_1.jpg,0.5977688
7126041,7126041_1.jpg,0.57811886
7126052,7126052_1.jpg,0.9070986
7126850,7126850_1.jpg,0.7560138
7182110,7182110_1.jpg,0.76755184
7182109,7182109_1.jpg,0.78268266
7182111,7182111_1.jpg,0.83961654
7182112,7182112_1.jpg,0.8219237
7126887,7126887_1.jpg,0.93357193
7126888,7126888_1.jpg,0.94877106
7126889,7126889_1.jpg,0.88786316
7264505,7264505_1.jpg,0.88401294
7264507,7264507_1.jpg,0.90301156
7127073,7127073_1.jpg,0.64042324
7127159,7127159_1.jpg,0.60560644
7127162,7127162_1.jpg,0.55242914
7127168,7127168_1.jpg,0.5288297
7127372,7127372_1.jpg,0.49954316
7127374,7127374_1.jpg,0.48431617
7127376,7127376_1.jpg,0.49953887
